"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 11 13:41:54 GMT 2024","Tue Jun 11 13:41:54 GMT 2024","205","","com.qaguru.allure.hw.IssueAnnotatedStepsTest","","com.qaguru.allure.hw.IssueAnnotatedStepsTest","testAnnotatedStep","Проверить, что в репозитории есть  'Issue_created_to_test_allure_reports'",""
"broken","Tue Jun 11 13:42:52 GMT 2024","Tue Jun 11 13:42:53 GMT 2024","490","","com.qaguru.tests.RegistrationWithFakerTests","","com.qaguru.tests.RegistrationWithFakerTests","successTest","successTest()",""
"broken","Tue Jun 11 13:41:54 GMT 2024","Tue Jun 11 13:41:55 GMT 2024","206","","com.qaguru.allure.hw.IssuesSelenideTest","","com.qaguru.allure.hw.IssuesSelenideTest","testIssueSearch","Проверить, что в репозитории есть  'Issue_created_to_test_allure_reports'",""
"broken","Tue Jun 11 13:41:56 GMT 2024","Tue Jun 11 13:41:56 GMT 2024","209","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен xor",""
"failed","Tue Jun 11 13:41:58 GMT 2024","Tue Jun 11 13:42:29 GMT 2024","30983","","com.qaguru.tests.RegistrationPageObjectsTests","","com.qaguru.tests.RegistrationPageObjectsTests","successTest","successTest()",""
"failed","Tue Jun 11 13:43:17 GMT 2024","Tue Jun 11 13:43:40 GMT 2024","22775","","com.qaguru.tests.StudentRegistrationTests","","com.qaguru.tests.StudentRegistrationTests","successTest","successTest()",""
"passed","Tue Jun 11 13:41:52 GMT 2024","Tue Jun 11 13:41:52 GMT 2024","30","","com.example.DemoJUitTest","","com.example.DemoJUitTest","SecondTest","SecondTest()",""
"passed","Tue Jun 11 13:41:52 GMT 2024","Tue Jun 11 13:41:52 GMT 2024","3","","com.example.DemoJUitTest","","com.example.DemoJUitTest","FirstTest","FirstTest()",""
"passed","Tue Jun 11 13:43:14 GMT 2024","Tue Jun 11 13:43:17 GMT 2024","2661","","com.qaguru.tests.SelenideWebTest","","com.qaguru.tests.SelenideWebTest","selenideSideShouldDisplayCorrectButtons","selenideSideShouldDisplayCorrectButtons(Language, List) [1] EN, [Quick start, Docs, FAQ, Blog, Javadoc, Users, Quotes]",""
"broken","Tue Jun 11 13:41:55 GMT 2024","Tue Jun 11 13:41:55 GMT 2024","211","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldNotBeEmpty","searchResultsShouldNotBeEmpty(String) Не пустой список карточек в поисковом запросе selenide",""
"broken","Tue Jun 11 13:41:57 GMT 2024","Tue Jun 11 13:41:58 GMT 2024","203","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову val выдает результат с текстом SORA Validator Token",""
"passed","Tue Jun 11 13:41:53 GMT 2024","Tue Jun 11 13:41:53 GMT 2024","2","","com.qaguru.allure.LabelsTest","","com.qaguru.allure.LabelsTest","testStaticLabels","Создание Issue для авторизованного пользователя31",""
"broken","Tue Jun 11 13:41:54 GMT 2024","Tue Jun 11 13:41:54 GMT 2024","205","","com.qaguru.allure.StepsTest","","com.qaguru.allure.StepsTest","testLambdaStep","testLambdaStep()",""
"failed","Tue Jun 11 13:42:29 GMT 2024","Tue Jun 11 13:42:52 GMT 2024","22656","","com.qaguru.tests.RegistrationPageObjectsWithFakerTests","","com.qaguru.tests.RegistrationPageObjectsWithFakerTests","successTest","successTest()",""
"broken","Tue Jun 11 13:41:56 GMT 2024","Tue Jun 11 13:41:56 GMT 2024","209","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldContainExpectedUrl","searchResultsShouldContainExpectedUrl(String, String) Должна быть ссылка https://junit.org в результатах поискового запроса JUnit 5",""
"broken","Tue Jun 11 13:41:55 GMT 2024","Tue Jun 11 13:41:56 GMT 2024","230","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldContainExpectedUrl","searchResultsShouldContainExpectedUrl(String, String) Должна быть ссылка https://selenide.org в результатах поискового запроса Selenide",""
"broken","Tue Jun 11 13:41:53 GMT 2024","Tue Jun 11 13:41:54 GMT 2024","206","","com.qaguru.allure.SelenideTest","","com.qaguru.allure.SelenideTest","testIssueSearch","testIssueSearch()",""
"broken","Tue Jun 11 13:41:57 GMT 2024","Tue Jun 11 13:41:57 GMT 2024","202","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке French текст заголовка - Jetons",""
"broken","Tue Jun 11 13:41:54 GMT 2024","Tue Jun 11 13:41:54 GMT 2024","204","","com.qaguru.allure.StepsTest","","com.qaguru.allure.StepsTest","testAnnotatedStep","testAnnotatedStep()",""
"broken","Tue Jun 11 13:41:56 GMT 2024","Tue Jun 11 13:41:56 GMT 2024","204","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен val",""
"broken","Tue Jun 11 13:41:57 GMT 2024","Tue Jun 11 13:41:57 GMT 2024","204","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке Armenian текст заголовка - Նշաններ",""
"broken","Tue Jun 11 13:41:55 GMT 2024","Tue Jun 11 13:41:55 GMT 2024","204","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldNotBeEmpty","searchResultsShouldNotBeEmpty(String) Не пустой список карточек в поисковом запросе JUnit 5",""
"passed","Tue Jun 11 13:43:10 GMT 2024","Tue Jun 11 13:43:12 GMT 2024","1986","","com.qaguru.tests.SelenideWebTest","","com.qaguru.tests.SelenideWebTest","selenideSideShouldContainCorrectText","selenideSideShouldContainCorrectText(Language) [1] RU",""
"broken","Tue Jun 11 13:41:56 GMT 2024","Tue Jun 11 13:41:57 GMT 2024","203","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен pswap",""
"broken","Tue Jun 11 13:41:58 GMT 2024","Tue Jun 11 13:41:58 GMT 2024","203","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову XSTUSD выдает результат с текстом SORA Synthetic USD",""
"failed","Tue Jun 11 13:43:46 GMT 2024","Tue Jun 11 13:44:03 GMT 2024","17245","","com.qaguru.tests.TextboxTests","","com.qaguru.tests.TextboxTests","successTest","successTest()",""
"passed","Tue Jun 11 13:41:53 GMT 2024","Tue Jun 11 13:41:53 GMT 2024","1","","com.qaguru.allure.LabelsTest","","com.qaguru.allure.LabelsTest","testDynamicLabels","Создание Issue для авторизованного пользователя",""
"broken","Tue Jun 11 13:41:52 GMT 2024","Tue Jun 11 13:41:53 GMT 2024","1155","","com.qaguru.allure.AttachmentsTest","","com.qaguru.allure.AttachmentsTest","testLambdaAttachments","testLambdaAttachments()",""
"broken","Tue Jun 11 13:41:57 GMT 2024","Tue Jun 11 13:41:57 GMT 2024","202","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке English текст заголовка - Tokens",""
