"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 17 16:04:32 GMT 2024","Mon Jun 17 16:04:32 GMT 2024","3","","com.example.DemoJUitTest","","com.example.DemoJUitTest","FirstTest","FirstTest()",""
"passed","Mon Jun 17 16:04:32 GMT 2024","Mon Jun 17 16:04:32 GMT 2024","31","","com.example.DemoJUitTest","","com.example.DemoJUitTest","SecondTest","SecondTest()",""
"passed","Mon Jun 17 16:07:00 GMT 2024","Mon Jun 17 16:07:02 GMT 2024","1925","","com.qaguru.tests.SelenideWebTest","","com.qaguru.tests.SelenideWebTest","selenideSideShouldContainCorrectText","selenideSideShouldContainCorrectText(Language) [1] RU",""
"broken","Mon Jun 17 16:04:36 GMT 2024","Mon Jun 17 16:04:36 GMT 2024","208","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchPhotoResultsShouldNotBeEmpty","Не пустой список фото в поисковом запросе 'selenide'",""
"passed","Mon Jun 17 16:05:14 GMT 2024","Mon Jun 17 16:05:36 GMT 2024","22024","","com.qaguru.tests.RegistrationPageObjectsWithAllureTests","","com.qaguru.tests.RegistrationPageObjectsWithAllureTests","successTest","Проверить, что после отправки формы данные отображаются верно",""
"broken","Mon Jun 17 16:04:39 GMT 2024","Mon Jun 17 16:04:39 GMT 2024","204","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову eth выдает результат с текстом Ether",""
"broken","Mon Jun 17 16:04:37 GMT 2024","Mon Jun 17 16:04:37 GMT 2024","204","","com.qaguru.tests.GithubSelenideTests","","com.qaguru.tests.GithubSelenideTests","successTest","successTest()",""
"passed","Mon Jun 17 16:07:02 GMT 2024","Mon Jun 17 16:07:04 GMT 2024","1579","","com.qaguru.tests.SelenideWebTest","","com.qaguru.tests.SelenideWebTest","selenideSideShouldContainCorrectText","selenideSideShouldContainCorrectText(Language) [2] EN",""
"broken","Mon Jun 17 16:04:38 GMT 2024","Mon Jun 17 16:04:38 GMT 2024","202","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке Dutch текст заголовка - Tokens",""
"broken","Mon Jun 17 16:04:38 GMT 2024","Mon Jun 17 16:04:38 GMT 2024","203","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке Armenian текст заголовка - Նշաններ",""
"failed","Mon Jun 17 16:07:49 GMT 2024","Mon Jun 17 16:08:08 GMT 2024","18608","","com.qaguru.tests.TextboxTests","","com.qaguru.tests.TextboxTests","successTest","successTest()",""
"broken","Mon Jun 17 16:04:35 GMT 2024","Mon Jun 17 16:04:36 GMT 2024","206","","com.qaguru.allure.hw.IssuesSelenideTest","","com.qaguru.allure.hw.IssuesSelenideTest","testIssueSearch","Проверить, что в репозитории есть  'Issue_created_to_test_allure_reports'",""
"broken","Mon Jun 17 16:04:35 GMT 2024","Mon Jun 17 16:04:35 GMT 2024","204","","com.qaguru.allure.hw.IssuesLambdaStepsTest","","com.qaguru.allure.hw.IssuesLambdaStepsTest","testLambdaStep","Проверить, что в репозитории есть  'Issue_created_to_test_allure_reports'",""
"passed","Mon Jun 17 16:04:34 GMT 2024","Mon Jun 17 16:04:34 GMT 2024","2","","com.qaguru.allure.LabelsTest","","com.qaguru.allure.LabelsTest","testDynamicLabels","Создание Issue для авторизованного пользователя",""
"broken","Mon Jun 17 16:04:32 GMT 2024","Mon Jun 17 16:04:34 GMT 2024","1987","","com.qaguru.allure.AttachmentsTest","","com.qaguru.allure.AttachmentsTest","testLambdaAttachments","testLambdaAttachments()",""
"passed","Mon Jun 17 16:05:36 GMT 2024","Mon Jun 17 16:05:56 GMT 2024","20386","","com.qaguru.tests.RegistrationPageObjectsWithFakerTests","","com.qaguru.tests.RegistrationPageObjectsWithFakerTests","successTest","successTest()",""
"broken","Mon Jun 17 16:04:34 GMT 2024","Mon Jun 17 16:04:34 GMT 2024","250","","com.qaguru.allure.AttachmentsTest","","com.qaguru.allure.AttachmentsTest","testAnnotatedAttachments","testAnnotatedAttachments()",""
"broken","Mon Jun 17 16:04:37 GMT 2024","Mon Jun 17 16:04:37 GMT 2024","207","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен val",""
"broken","Mon Jun 17 16:04:39 GMT 2024","Mon Jun 17 16:04:39 GMT 2024","204","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову XSTUSD выдает результат с текстом SORA Synthetic USD",""
"passed","Mon Jun 17 16:06:47 GMT 2024","Mon Jun 17 16:07:00 GMT 2024","13749","","com.qaguru.tests.SelenideTests2","","com.qaguru.tests.SelenideTests2","herokuappTest","herokuappTest()",""
"failed","Mon Jun 17 16:06:32 GMT 2024","Mon Jun 17 16:06:47 GMT 2024","14649","","com.qaguru.tests.SelenideTests2","","com.qaguru.tests.SelenideTests2","guthubTest","guthubTest()",""
"broken","Mon Jun 17 16:04:38 GMT 2024","Mon Jun 17 16:04:39 GMT 2024","217","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову val выдает результат с текстом SORA Validator Token",""
"broken","Mon Jun 17 16:04:38 GMT 2024","Mon Jun 17 16:04:38 GMT 2024","204","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке English текст заголовка - Tokens",""
"failed","Mon Jun 17 16:07:31 GMT 2024","Mon Jun 17 16:07:49 GMT 2024","18736","","com.qaguru.tests.TextboxPageObjectsTests","","com.qaguru.tests.TextboxPageObjectsTests","successTest","successTest()",""
"broken","Mon Jun 17 16:04:36 GMT 2024","Mon Jun 17 16:04:36 GMT 2024","207","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldNotBeEmpty","searchResultsShouldNotBeEmpty(String) Не пустой список карточек в поисковом запросе selenide",""
"broken","Mon Jun 17 16:04:37 GMT 2024","Mon Jun 17 16:04:37 GMT 2024","203","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен xor",""
"passed","Mon Jun 17 16:04:34 GMT 2024","Mon Jun 17 16:04:34 GMT 2024","1","","com.qaguru.allure.LabelsTest","","com.qaguru.allure.LabelsTest","testStaticLabels","Создание Issue для авторизованного пользователя31",""
"failed","Mon Jun 17 16:04:39 GMT 2024","Mon Jun 17 16:05:14 GMT 2024","34573","","com.qaguru.tests.RegistrationPageObjectsTests","","com.qaguru.tests.RegistrationPageObjectsTests","successTest","successTest()",""
"broken","Mon Jun 17 16:04:37 GMT 2024","Mon Jun 17 16:04:38 GMT 2024","203","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен pswap",""
"passed","Mon Jun 17 16:05:56 GMT 2024","Mon Jun 17 16:06:14 GMT 2024","17768","","com.qaguru.tests.RegistrationWithFakerTests","","com.qaguru.tests.RegistrationWithFakerTests","successTest","successTest()",""
"passed","Mon Jun 17 16:06:14 GMT 2024","Mon Jun 17 16:06:32 GMT 2024","17837","","com.qaguru.tests.RegistrationWithTestDataTests","","com.qaguru.tests.RegistrationWithTestDataTests","successTest","successTest()",""
"broken","Mon Jun 17 16:04:34 GMT 2024","Mon Jun 17 16:04:35 GMT 2024","208","","com.qaguru.allure.SelenideTest","","com.qaguru.allure.SelenideTest","testIssueSearch","testIssueSearch()",""
