"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 17 15:37:41 GMT 2024","Mon Jun 17 15:37:57 GMT 2024","15811","","com.qaguru.tests.RegistrationWithFakerTests","","com.qaguru.tests.RegistrationWithFakerTests","successTest","successTest()",""
"passed","Mon Jun 17 15:38:41 GMT 2024","Mon Jun 17 15:38:57 GMT 2024","15847","","com.qaguru.tests.StudentRegistrationTests","","com.qaguru.tests.StudentRegistrationTests","successTest","successTest()",""
"broken","Mon Jun 17 15:36:23 GMT 2024","Mon Jun 17 15:36:23 GMT 2024","210","","com.qaguru.allure.StepsTest","","com.qaguru.allure.StepsTest","testLambdaStep","testLambdaStep()",""
"broken","Mon Jun 17 15:36:25 GMT 2024","Mon Jun 17 15:36:26 GMT 2024","201","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке English текст заголовка - Tokens",""
"failed","Mon Jun 17 15:39:02 GMT 2024","Mon Jun 17 15:39:18 GMT 2024","16141","","com.qaguru.tests.TextboxTests","","com.qaguru.tests.TextboxTests","successTest","successTest()",""
"passed","Mon Jun 17 15:38:39 GMT 2024","Mon Jun 17 15:38:41 GMT 2024","1980","","com.qaguru.tests.SelenideWebTest","","com.qaguru.tests.SelenideWebTest","selenideSideShouldDisplayCorrectButtons","selenideSideShouldDisplayCorrectButtons(Language, List) [1] EN, [Quick start, Docs, FAQ, Blog, Javadoc, Users, Quotes]",""
"broken","Mon Jun 17 15:36:23 GMT 2024","Mon Jun 17 15:36:24 GMT 2024","212","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchPhotoResultsShouldNotBeEmpty","Не пустой список фото в поисковом запросе 'selenide'",""
"broken","Mon Jun 17 15:36:26 GMT 2024","Mon Jun 17 15:36:27 GMT 2024","203","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову eth выдает результат с текстом Ether",""
"failed","Mon Jun 17 15:38:19 GMT 2024","Mon Jun 17 15:38:33 GMT 2024","14483","","com.qaguru.tests.SelenideTests2","","com.qaguru.tests.SelenideTests2","guthubTest","guthubTest()",""
"broken","Mon Jun 17 15:36:25 GMT 2024","Mon Jun 17 15:36:25 GMT 2024","202","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен pswap",""
"failed","Mon Jun 17 15:37:19 GMT 2024","Mon Jun 17 15:37:41 GMT 2024","21806","","com.qaguru.tests.RegistrationPageObjectsWithFakerTests","","com.qaguru.tests.RegistrationPageObjectsWithFakerTests","successTest","successTest()",""
"broken","Mon Jun 17 15:36:23 GMT 2024","Mon Jun 17 15:36:23 GMT 2024","207","","com.qaguru.allure.hw.IssueAnnotatedStepsTest","","com.qaguru.allure.hw.IssueAnnotatedStepsTest","testAnnotatedStep","Проверить, что в репозитории есть  'Issue_created_to_test_allure_reports'",""
"broken","Mon Jun 17 15:36:26 GMT 2024","Mon Jun 17 15:36:26 GMT 2024","210","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке Armenian текст заголовка - Նշաններ",""
"broken","Mon Jun 17 15:36:26 GMT 2024","Mon Jun 17 15:36:26 GMT 2024","202","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке French текст заголовка - Jetons",""
"broken","Mon Jun 17 15:36:24 GMT 2024","Mon Jun 17 15:36:24 GMT 2024","228","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldContainExpectedUrl","searchResultsShouldContainExpectedUrl(String, String) Должна быть ссылка https://selenide.org в результатах поискового запроса Selenide",""
"failed","Mon Jun 17 15:36:27 GMT 2024","Mon Jun 17 15:37:01 GMT 2024","33619","","com.qaguru.tests.RegistrationPageObjectsTests","","com.qaguru.tests.RegistrationPageObjectsTests","successTest","successTest()",""
"passed","Mon Jun 17 15:38:38 GMT 2024","Mon Jun 17 15:38:39 GMT 2024","1449","","com.qaguru.tests.SelenideWebTest","","com.qaguru.tests.SelenideWebTest","selenideSideShouldContainCorrectText","selenideSideShouldContainCorrectText(Language) [2] EN",""
"passed","Mon Jun 17 15:38:36 GMT 2024","Mon Jun 17 15:38:38 GMT 2024","1840","","com.qaguru.tests.SelenideWebTest","","com.qaguru.tests.SelenideWebTest","selenideSideShouldContainCorrectText","selenideSideShouldContainCorrectText(Language) [1] RU",""
"failed","Mon Jun 17 15:37:57 GMT 2024","Mon Jun 17 15:38:19 GMT 2024","22109","","com.qaguru.tests.RegistrationWithTestDataTests","","com.qaguru.tests.RegistrationWithTestDataTests","successTest","successTest()",""
"broken","Mon Jun 17 15:36:26 GMT 2024","Mon Jun 17 15:36:26 GMT 2024","204","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову val выдает результат с текстом SORA Validator Token",""
"broken","Mon Jun 17 15:36:22 GMT 2024","Mon Jun 17 15:36:22 GMT 2024","208","","com.qaguru.allure.SelenideTest","","com.qaguru.allure.SelenideTest","testIssueSearch","testIssueSearch()",""
"passed","Mon Jun 17 15:37:01 GMT 2024","Mon Jun 17 15:37:19 GMT 2024","18090","","com.qaguru.tests.RegistrationPageObjectsWithAllureTests","","com.qaguru.tests.RegistrationPageObjectsWithAllureTests","successTest","Проверить, что после отправки формы данные отображаются верно",""
"passed","Mon Jun 17 15:38:57 GMT 2024","Mon Jun 17 15:39:02 GMT 2024","5375","","com.qaguru.tests.TextboxPageObjectsTests","","com.qaguru.tests.TextboxPageObjectsTests","successTest","successTest()",""
"passed","Mon Jun 17 15:36:22 GMT 2024","Mon Jun 17 15:36:22 GMT 2024","2","","com.qaguru.allure.LabelsTest","","com.qaguru.allure.LabelsTest","testDynamicLabels","Создание Issue для авторизованного пользователя",""
"broken","Mon Jun 17 15:36:24 GMT 2024","Mon Jun 17 15:36:24 GMT 2024","209","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldNotBeEmpty","searchResultsShouldNotBeEmpty(String) Не пустой список карточек в поисковом запросе JUnit 5",""
"broken","Mon Jun 17 15:36:25 GMT 2024","Mon Jun 17 15:36:25 GMT 2024","207","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен val",""
"broken","Mon Jun 17 15:36:24 GMT 2024","Mon Jun 17 15:36:24 GMT 2024","222","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldNotBeEmpty","searchResultsShouldNotBeEmpty(String) Не пустой список карточек в поисковом запросе selenide",""
"broken","Mon Jun 17 15:36:23 GMT 2024","Mon Jun 17 15:36:23 GMT 2024","209","","com.qaguru.allure.hw.IssuesSelenideTest","","com.qaguru.allure.hw.IssuesSelenideTest","testIssueSearch","Проверить, что в репозитории есть  'Issue_created_to_test_allure_reports'",""
"passed","Mon Jun 17 15:36:22 GMT 2024","Mon Jun 17 15:36:22 GMT 2024","1","","com.qaguru.allure.LabelsTest","","com.qaguru.allure.LabelsTest","testStaticLabels","Создание Issue для авторизованного пользователя31",""
"passed","Mon Jun 17 15:36:19 GMT 2024","Mon Jun 17 15:36:19 GMT 2024","32","","com.example.DemoJUitTest","","com.example.DemoJUitTest","SecondTest","SecondTest()",""
"passed","Mon Jun 17 15:38:33 GMT 2024","Mon Jun 17 15:38:36 GMT 2024","2716","","com.qaguru.tests.SelenideTests2","","com.qaguru.tests.SelenideTests2","herokuappTest","herokuappTest()",""
