"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 11 13:32:31 GMT 2024","Tue Jun 11 13:32:31 GMT 2024","207","","com.qaguru.allure.StepsTest","","com.qaguru.allure.StepsTest","testLambdaStep","testLambdaStep()",""
"broken","Tue Jun 11 13:32:36 GMT 2024","Tue Jun 11 13:32:36 GMT 2024","202","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову XSTUSD выдает результат с текстом SORA Synthetic USD",""
"failed","Tue Jun 11 13:33:12 GMT 2024","Tue Jun 11 13:33:42 GMT 2024","29773","","com.qaguru.tests.RegistrationWithTestDataTests","","com.qaguru.tests.RegistrationWithTestDataTests","successTest","successTest()",""
"broken","Tue Jun 11 13:32:32 GMT 2024","Tue Jun 11 13:32:32 GMT 2024","209","","com.qaguru.allure.hw.IssueAnnotatedStepsTest","","com.qaguru.allure.hw.IssueAnnotatedStepsTest","testAnnotatedStep","Проверить, что в репозитории есть  'Issue_created_to_test_allure_reports'",""
"broken","Tue Jun 11 13:32:33 GMT 2024","Tue Jun 11 13:32:33 GMT 2024","233","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldContainExpectedUrl","searchResultsShouldContainExpectedUrl(String, String) Должна быть ссылка https://selenide.org в результатах поискового запроса Selenide",""
"broken","Tue Jun 11 13:32:43 GMT 2024","Tue Jun 11 13:32:44 GMT 2024","780","","com.qaguru.tests.RegistrationPageObjectsWithFakerTests","","com.qaguru.tests.RegistrationPageObjectsWithFakerTests","successTest","successTest()",""
"broken","Tue Jun 11 13:32:34 GMT 2024","Tue Jun 11 13:32:34 GMT 2024","203","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен pswap",""
"broken","Tue Jun 11 13:32:35 GMT 2024","Tue Jun 11 13:32:35 GMT 2024","201","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке Dutch текст заголовка - Tokens",""
"broken","Tue Jun 11 13:32:31 GMT 2024","Tue Jun 11 13:32:31 GMT 2024","207","","com.qaguru.allure.StepsTest","","com.qaguru.allure.StepsTest","testAnnotatedStep","testAnnotatedStep()",""
"passed","Tue Jun 11 13:34:07 GMT 2024","Tue Jun 11 13:34:10 GMT 2024","3496","","com.qaguru.tests.SelenideWebTest","","com.qaguru.tests.SelenideWebTest","selenideSideShouldDisplayCorrectButtons","selenideSideShouldDisplayCorrectButtons(Language, List) [1] EN, [Quick start, Docs, FAQ, Blog, Javadoc, Users, Quotes]",""
"broken","Tue Jun 11 13:32:34 GMT 2024","Tue Jun 11 13:32:35 GMT 2024","205","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке Armenian текст заголовка - Նշաններ",""
"passed","Tue Jun 11 13:32:28 GMT 2024","Tue Jun 11 13:32:28 GMT 2024","3","","com.example.DemoJUitTest","","com.example.DemoJUitTest","FirstTest","FirstTest()",""
"broken","Tue Jun 11 13:32:34 GMT 2024","Tue Jun 11 13:32:34 GMT 2024","203","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке English текст заголовка - Tokens",""
"passed","Tue Jun 11 13:34:04 GMT 2024","Tue Jun 11 13:34:07 GMT 2024","2223","","com.qaguru.tests.SelenideWebTest","","com.qaguru.tests.SelenideWebTest","selenideSideShouldContainCorrectText","selenideSideShouldContainCorrectText(Language) [2] EN",""
"broken","Tue Jun 11 13:32:32 GMT 2024","Tue Jun 11 13:32:32 GMT 2024","209","","com.qaguru.allure.hw.IssuesSelenideTest","","com.qaguru.allure.hw.IssuesSelenideTest","testIssueSearch","Проверить, что в репозитории есть  'Issue_created_to_test_allure_reports'",""
"passed","Tue Jun 11 13:32:28 GMT 2024","Tue Jun 11 13:32:28 GMT 2024","41","","com.example.DemoJUitTest","","com.example.DemoJUitTest","SecondTest","SecondTest()",""
"broken","Tue Jun 11 13:32:34 GMT 2024","Tue Jun 11 13:32:34 GMT 2024","204","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен xor",""
"broken","Tue Jun 11 13:32:32 GMT 2024","Tue Jun 11 13:32:33 GMT 2024","212","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldNotBeEmpty","searchResultsShouldNotBeEmpty(String) Не пустой список карточек в поисковом запросе selenide",""
"passed","Tue Jun 11 13:32:31 GMT 2024","Tue Jun 11 13:32:31 GMT 2024","1","","com.qaguru.allure.LabelsTest","","com.qaguru.allure.LabelsTest","testStaticLabels","Создание Issue для авторизованного пользователя31",""
"broken","Tue Jun 11 13:32:35 GMT 2024","Tue Jun 11 13:32:35 GMT 2024","208","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке French текст заголовка - Jetons",""
"passed","Tue Jun 11 13:34:01 GMT 2024","Tue Jun 11 13:34:04 GMT 2024","2846","","com.qaguru.tests.SelenideWebTest","","com.qaguru.tests.SelenideWebTest","selenideSideShouldContainCorrectText","selenideSideShouldContainCorrectText(Language) [1] RU",""
"broken","Tue Jun 11 13:32:33 GMT 2024","Tue Jun 11 13:32:33 GMT 2024","221","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldNotBeEmpty","searchResultsShouldNotBeEmpty(String) Не пустой список карточек в поисковом запросе JUnit 5",""
"broken","Tue Jun 11 13:32:31 GMT 2024","Tue Jun 11 13:32:31 GMT 2024","236","","com.qaguru.allure.AttachmentsTest","","com.qaguru.allure.AttachmentsTest","testAnnotatedAttachments","testAnnotatedAttachments()",""
"broken","Tue Jun 11 13:32:35 GMT 2024","Tue Jun 11 13:32:35 GMT 2024","218","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову eth выдает результат с текстом Ether",""
"broken","Tue Jun 11 13:32:33 GMT 2024","Tue Jun 11 13:32:33 GMT 2024","209","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldContainExpectedUrl","searchResultsShouldContainExpectedUrl(String, String) Должна быть ссылка https://junit.org в результатах поискового запроса JUnit 5",""
"broken","Tue Jun 11 13:32:28 GMT 2024","Tue Jun 11 13:32:31 GMT 2024","2137","","com.qaguru.allure.AttachmentsTest","","com.qaguru.allure.AttachmentsTest","testLambdaAttachments","testLambdaAttachments()",""
"failed","Tue Jun 11 13:34:10 GMT 2024","Tue Jun 11 13:34:38 GMT 2024","28055","","com.qaguru.tests.StudentRegistrationTests","","com.qaguru.tests.StudentRegistrationTests","successTest","successTest()",""
"passed","Tue Jun 11 13:32:31 GMT 2024","Tue Jun 11 13:32:31 GMT 2024","3","","com.qaguru.allure.LabelsTest","","com.qaguru.allure.LabelsTest","testDynamicLabels","Создание Issue для авторизованного пользователя",""
"broken","Tue Jun 11 13:32:32 GMT 2024","Tue Jun 11 13:32:32 GMT 2024","210","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchPhotoResultsShouldNotBeEmpty","Не пустой список фото в поисковом запросе 'selenide'",""
"broken","Tue Jun 11 13:32:35 GMT 2024","Tue Jun 11 13:32:36 GMT 2024","205","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову pswap выдает результат с текстом Polkaswap",""
"failed","Tue Jun 11 13:34:38 GMT 2024","Tue Jun 11 13:34:57 GMT 2024","18739","","com.qaguru.tests.TextboxPageObjectsTests","","com.qaguru.tests.TextboxPageObjectsTests","successTest","successTest()",""
