"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jun 17 16:16:16 GMT 2024","Mon Jun 17 16:16:16 GMT 2024","205","","com.qaguru.allure.hw.IssueAnnotatedStepsTest","","com.qaguru.allure.hw.IssueAnnotatedStepsTest","testAnnotatedStep","Проверить, что в репозитории есть  'Issue_created_to_test_allure_reports'",""
"passed","Mon Jun 17 16:18:32 GMT 2024","Mon Jun 17 16:18:34 GMT 2024","2694","","com.qaguru.tests.SelenideTests2","","com.qaguru.tests.SelenideTests2","herokuappTest","herokuappTest()",""
"broken","Mon Jun 17 16:16:16 GMT 2024","Mon Jun 17 16:16:16 GMT 2024","206","","com.qaguru.allure.StepsTest","","com.qaguru.allure.StepsTest","testLambdaStep","testLambdaStep()",""
"broken","Mon Jun 17 16:16:19 GMT 2024","Mon Jun 17 16:16:19 GMT 2024","202","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке Armenian текст заголовка - Նշաններ",""
"broken","Mon Jun 17 16:16:18 GMT 2024","Mon Jun 17 16:16:18 GMT 2024","202","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен pswap",""
"passed","Mon Jun 17 16:18:36 GMT 2024","Mon Jun 17 16:18:38 GMT 2024","1407","","com.qaguru.tests.SelenideWebTest","","com.qaguru.tests.SelenideWebTest","selenideSideShouldContainCorrectText","selenideSideShouldContainCorrectText(Language) [2] EN",""
"broken","Mon Jun 17 16:16:17 GMT 2024","Mon Jun 17 16:16:17 GMT 2024","214","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldContainExpectedUrl","searchResultsShouldContainExpectedUrl(String, String) Должна быть ссылка https://selenide.org в результатах поискового запроса Selenide",""
"broken","Mon Jun 17 16:16:15 GMT 2024","Mon Jun 17 16:16:15 GMT 2024","232","","com.qaguru.allure.AttachmentsTest","","com.qaguru.allure.AttachmentsTest","testAnnotatedAttachments","testAnnotatedAttachments()",""
"broken","Mon Jun 17 16:16:17 GMT 2024","Mon Jun 17 16:16:17 GMT 2024","210","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldNotBeEmpty","searchResultsShouldNotBeEmpty(String) Не пустой список карточек в поисковом запросе JUnit 5",""
"broken","Mon Jun 17 16:16:18 GMT 2024","Mon Jun 17 16:16:18 GMT 2024","205","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен xor",""
"broken","Mon Jun 17 16:16:16 GMT 2024","Mon Jun 17 16:16:16 GMT 2024","203","","com.qaguru.allure.hw.IssuesSelenideTest","","com.qaguru.allure.hw.IssuesSelenideTest","testIssueSearch","Проверить, что в репозитории есть  'Issue_created_to_test_allure_reports'",""
"broken","Mon Jun 17 16:16:18 GMT 2024","Mon Jun 17 16:16:18 GMT 2024","202","","com.qaguru.tests.GithubSelenideTests","","com.qaguru.tests.GithubSelenideTests","successTest","successTest()",""
"broken","Mon Jun 17 16:16:19 GMT 2024","Mon Jun 17 16:16:20 GMT 2024","203","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову eth выдает результат с текстом Ether",""
"broken","Mon Jun 17 16:16:20 GMT 2024","Mon Jun 17 16:16:20 GMT 2024","203","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову pswap выдает результат с текстом Polkaswap",""
"broken","Mon Jun 17 16:16:16 GMT 2024","Mon Jun 17 16:16:16 GMT 2024","203","","com.qaguru.allure.hw.IssuesLambdaStepsTest","","com.qaguru.allure.hw.IssuesLambdaStepsTest","testLambdaStep","Проверить, что в репозитории есть  'Issue_created_to_test_allure_reports'",""
"failed","Mon Jun 17 16:16:20 GMT 2024","Mon Jun 17 16:16:52 GMT 2024","31890","","com.qaguru.tests.RegistrationPageObjectsTests","","com.qaguru.tests.RegistrationPageObjectsTests","successTest","successTest()",""
"failed","Mon Jun 17 16:16:52 GMT 2024","Mon Jun 17 16:17:15 GMT 2024","23032","","com.qaguru.tests.RegistrationPageObjectsWithAllureTests","","com.qaguru.tests.RegistrationPageObjectsWithAllureTests","successTest","Проверить, что после отправки формы данные отображаются верно",""
"broken","Mon Jun 17 16:16:17 GMT 2024","Mon Jun 17 16:16:18 GMT 2024","216","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldContainExpectedUrl","searchResultsShouldContainExpectedUrl(String, String) Должна быть ссылка https://junit.org в результатах поискового запроса JUnit 5",""
"broken","Mon Jun 17 16:16:18 GMT 2024","Mon Jun 17 16:16:18 GMT 2024","205","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен val",""
"broken","Mon Jun 17 16:16:15 GMT 2024","Mon Jun 17 16:16:16 GMT 2024","203","","com.qaguru.allure.StepsTest","","com.qaguru.allure.StepsTest","testAnnotatedStep","testAnnotatedStep()",""
"broken","Mon Jun 17 16:16:16 GMT 2024","Mon Jun 17 16:16:17 GMT 2024","207","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchPhotoResultsShouldNotBeEmpty","Не пустой список фото в поисковом запросе 'selenide'",""
