"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 11 13:38:46 GMT 2024","Tue Jun 11 13:38:51 GMT 2024","4984","","com.qaguru.allure.AttachmentsTest","","com.qaguru.allure.AttachmentsTest","testLambdaAttachments","testLambdaAttachments()",""
"broken","Tue Jun 11 13:38:56 GMT 2024","Tue Jun 11 13:38:56 GMT 2024","204","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову eth выдает результат с текстом Ether",""
"broken","Tue Jun 11 13:38:52 GMT 2024","Tue Jun 11 13:38:53 GMT 2024","203","","com.qaguru.allure.hw.IssuesSelenideTest","","com.qaguru.allure.hw.IssuesSelenideTest","testIssueSearch","Проверить, что в репозитории есть  'Issue_created_to_test_allure_reports'",""
"broken","Tue Jun 11 13:38:55 GMT 2024","Tue Jun 11 13:38:56 GMT 2024","207","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову val выдает результат с текстом SORA Validator Token",""
"failed","Tue Jun 11 13:40:32 GMT 2024","Tue Jun 11 13:40:47 GMT 2024","14090","","com.qaguru.tests.SelenideTests2","","com.qaguru.tests.SelenideTests2","guthubTest","guthubTest()",""
"failed","Tue Jun 11 13:41:33 GMT 2024","Tue Jun 11 13:41:49 GMT 2024","16266","","com.qaguru.tests.TextboxTests","","com.qaguru.tests.TextboxTests","successTest","successTest()",""
"passed","Tue Jun 11 13:40:47 GMT 2024","Tue Jun 11 13:40:49 GMT 2024","2622","","com.qaguru.tests.SelenideTests2","","com.qaguru.tests.SelenideTests2","herokuappTest","herokuappTest()",""
"broken","Tue Jun 11 13:38:52 GMT 2024","Tue Jun 11 13:38:52 GMT 2024","206","","com.qaguru.allure.hw.IssuesLambdaStepsTest","","com.qaguru.allure.hw.IssuesLambdaStepsTest","testLambdaStep","Проверить, что в репозитории есть  'Issue_created_to_test_allure_reports'",""
"passed","Tue Jun 11 13:38:51 GMT 2024","Tue Jun 11 13:38:51 GMT 2024","1","","com.qaguru.allure.LabelsTest","","com.qaguru.allure.LabelsTest","testStaticLabels","Создание Issue для авторизованного пользователя31",""
"broken","Tue Jun 11 13:38:55 GMT 2024","Tue Jun 11 13:38:55 GMT 2024","204","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке Armenian текст заголовка - Նշաններ",""
"broken","Tue Jun 11 13:38:53 GMT 2024","Tue Jun 11 13:38:54 GMT 2024","209","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldContainExpectedUrl","searchResultsShouldContainExpectedUrl(String, String) Должна быть ссылка https://junit.org в результатах поискового запроса JUnit 5",""
"broken","Tue Jun 11 13:38:51 GMT 2024","Tue Jun 11 13:38:52 GMT 2024","207","","com.qaguru.allure.StepsTest","","com.qaguru.allure.StepsTest","testAnnotatedStep","testAnnotatedStep()",""
"broken","Tue Jun 11 13:38:55 GMT 2024","Tue Jun 11 13:38:55 GMT 2024","202","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке Dutch текст заголовка - Tokens",""
"passed","Tue Jun 11 13:38:51 GMT 2024","Tue Jun 11 13:38:51 GMT 2024","2","","com.qaguru.allure.LabelsTest","","com.qaguru.allure.LabelsTest","testDynamicLabels","Создание Issue для авторизованного пользователя",""
"broken","Tue Jun 11 13:38:54 GMT 2024","Tue Jun 11 13:38:54 GMT 2024","205","","com.qaguru.tests.GithubSelenideTests","","com.qaguru.tests.GithubSelenideTests","successTest","successTest()",""
"broken","Tue Jun 11 13:38:53 GMT 2024","Tue Jun 11 13:38:53 GMT 2024","221","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldContainExpectedUrl","searchResultsShouldContainExpectedUrl(String, String) Должна быть ссылка https://selenide.org в результатах поискового запроса Selenide",""
"failed","Tue Jun 11 13:39:49 GMT 2024","Tue Jun 11 13:40:11 GMT 2024","22206","","com.qaguru.tests.RegistrationWithFakerTests","","com.qaguru.tests.RegistrationWithFakerTests","successTest","successTest()",""
"failed","Tue Jun 11 13:38:56 GMT 2024","Tue Jun 11 13:39:27 GMT 2024","30402","","com.qaguru.tests.RegistrationPageObjectsTests","","com.qaguru.tests.RegistrationPageObjectsTests","successTest","successTest()",""
"broken","Tue Jun 11 13:38:51 GMT 2024","Tue Jun 11 13:38:51 GMT 2024","208","","com.qaguru.allure.SelenideTest","","com.qaguru.allure.SelenideTest","testIssueSearch","testIssueSearch()",""
"broken","Tue Jun 11 13:38:51 GMT 2024","Tue Jun 11 13:38:51 GMT 2024","231","","com.qaguru.allure.AttachmentsTest","","com.qaguru.allure.AttachmentsTest","testAnnotatedAttachments","testAnnotatedAttachments()",""
"broken","Tue Jun 11 13:38:55 GMT 2024","Tue Jun 11 13:38:55 GMT 2024","205","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке French текст заголовка - Jetons",""
"broken","Tue Jun 11 13:38:52 GMT 2024","Tue Jun 11 13:38:52 GMT 2024","209","","com.qaguru.allure.StepsTest","","com.qaguru.allure.StepsTest","testLambdaStep","testLambdaStep()",""
"passed","Tue Jun 11 13:38:46 GMT 2024","Tue Jun 11 13:38:46 GMT 2024","33","","com.example.DemoJUitTest","","com.example.DemoJUitTest","SecondTest","SecondTest()",""
"failed","Tue Jun 11 13:40:54 GMT 2024","Tue Jun 11 13:41:16 GMT 2024","21815","","com.qaguru.tests.StudentRegistrationTests","","com.qaguru.tests.StudentRegistrationTests","successTest","successTest()",""
"broken","Tue Jun 11 13:38:56 GMT 2024","Tue Jun 11 13:38:56 GMT 2024","200","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову XSTUSD выдает результат с текстом SORA Synthetic USD",""
"broken","Tue Jun 11 13:38:55 GMT 2024","Tue Jun 11 13:38:55 GMT 2024","204","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке English текст заголовка - Tokens",""
"broken","Tue Jun 11 13:38:53 GMT 2024","Tue Jun 11 13:38:53 GMT 2024","207","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchPhotoResultsShouldNotBeEmpty","Не пустой список фото в поисковом запросе 'selenide'",""
"broken","Tue Jun 11 13:38:54 GMT 2024","Tue Jun 11 13:38:55 GMT 2024","206","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен pswap",""
"failed","Tue Jun 11 13:40:11 GMT 2024","Tue Jun 11 13:40:32 GMT 2024","21688","","com.qaguru.tests.RegistrationWithTestDataTests","","com.qaguru.tests.RegistrationWithTestDataTests","successTest","successTest()",""
"broken","Tue Jun 11 13:38:54 GMT 2024","Tue Jun 11 13:38:54 GMT 2024","203","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен xor",""
"broken","Tue Jun 11 13:38:56 GMT 2024","Tue Jun 11 13:38:56 GMT 2024","202","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову pswap выдает результат с текстом Polkaswap",""
