"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 22 14:41:32 GMT 2024","Mon Apr 22 14:41:32 GMT 2024","2","","com.qaguru.allure.LabelsTest","","com.qaguru.allure.LabelsTest","testStaticLabels","Создание Issue для авторизованного пользователя31",""
"failed","Mon Apr 22 14:42:35 GMT 2024","Mon Apr 22 14:42:41 GMT 2024","5383","","com.qaguru.tests.SelenideTests2","","com.qaguru.tests.SelenideTests2","guthubTest","guthubTest()",""
"passed","Mon Apr 22 14:42:43 GMT 2024","Mon Apr 22 14:42:43 GMT 2024","329","","com.qaguru.tests.SelenideWebTest","","com.qaguru.tests.SelenideWebTest","selenideSideShouldDisplayCorrectButtons","selenideSideShouldDisplayCorrectButtons(Language, List) [1] EN, [Quick start, Docs, FAQ, Blog, Javadoc, Users, Quotes]",""
"passed","Mon Apr 22 14:42:20 GMT 2024","Mon Apr 22 14:42:23 GMT 2024","2939","","com.qaguru.tests.RegistrationPageObjectsWithFakerTests","","com.qaguru.tests.RegistrationPageObjectsWithFakerTests","successTest","successTest()",""
"passed","Mon Apr 22 14:42:08 GMT 2024","Mon Apr 22 14:42:08 GMT 2024","225","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову pswap выдает результат с текстом Polkaswap",""
"passed","Mon Apr 22 14:41:28 GMT 2024","Mon Apr 22 14:41:28 GMT 2024","31","","com.example.DemoJUitTest","","com.example.DemoJUitTest","SecondTest","SecondTest()",""
"passed","Mon Apr 22 14:42:42 GMT 2024","Mon Apr 22 14:42:42 GMT 2024","692","","com.qaguru.tests.SelenideWebTest","","com.qaguru.tests.SelenideWebTest","selenideSideShouldContainCorrectText","selenideSideShouldContainCorrectText(Language) [1] RU",""
"passed","Mon Apr 22 14:42:03 GMT 2024","Mon Apr 22 14:42:05 GMT 2024","1365","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке Armenian текст заголовка - Նշաններ",""
"passed","Mon Apr 22 14:41:53 GMT 2024","Mon Apr 22 14:41:54 GMT 2024","1266","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldContainExpectedUrl","searchResultsShouldContainExpectedUrl(String, String) Должна быть ссылка https://selenide.org в результатах поискового запроса Selenide",""
"passed","Mon Apr 22 14:42:41 GMT 2024","Mon Apr 22 14:42:42 GMT 2024","1008","","com.qaguru.tests.SelenideTests2","","com.qaguru.tests.SelenideTests2","herokuappTest","herokuappTest()",""
"passed","Mon Apr 22 14:42:08 GMT 2024","Mon Apr 22 14:42:08 GMT 2024","291","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову XSTUSD выдает результат с текстом SORA Synthetic USD",""
"passed","Mon Apr 22 14:41:55 GMT 2024","Mon Apr 22 14:41:58 GMT 2024","2742","","com.qaguru.tests.GithubSelenideTests","","com.qaguru.tests.GithubSelenideTests","successTest","successTest()",""
"failed","Mon Apr 22 14:41:37 GMT 2024","Mon Apr 22 14:41:43 GMT 2024","5096","","com.qaguru.allure.StepsTest","","com.qaguru.allure.StepsTest","testAnnotatedStep","testAnnotatedStep()",""
"failed","Mon Apr 22 14:42:47 GMT 2024","Mon Apr 22 14:42:54 GMT 2024","6357","","com.qaguru.tests.TextboxTests","","com.qaguru.tests.TextboxTests","successTest","successTest()",""
"passed","Mon Apr 22 14:41:46 GMT 2024","Mon Apr 22 14:41:49 GMT 2024","3211","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchPhotoResultsShouldNotBeEmpty","Не пустой список фото в поисковом запросе 'selenide'",""
"passed","Mon Apr 22 14:41:43 GMT 2024","Mon Apr 22 14:41:46 GMT 2024","3424","","com.qaguru.allure.StepsTest","","com.qaguru.allure.StepsTest","testLambdaStep","testLambdaStep()",""
"passed","Mon Apr 22 14:41:51 GMT 2024","Mon Apr 22 14:41:53 GMT 2024","1380","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldNotBeEmpty","searchResultsShouldNotBeEmpty(String) Не пустой список карточек в поисковом запросе JUnit 5",""
"passed","Mon Apr 22 14:41:54 GMT 2024","Mon Apr 22 14:41:55 GMT 2024","1198","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldContainExpectedUrl","searchResultsShouldContainExpectedUrl(String, String) Должна быть ссылка https://junit.org в результатах поискового запроса JUnit 5",""
"passed","Mon Apr 22 14:41:58 GMT 2024","Mon Apr 22 14:42:02 GMT 2024","4193","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен xor",""
"passed","Mon Apr 22 14:41:28 GMT 2024","Mon Apr 22 14:41:31 GMT 2024","2492","","com.qaguru.allure.AttachmentsTest","","com.qaguru.allure.AttachmentsTest","testLambdaAttachments","testLambdaAttachments()",""
"passed","Mon Apr 22 14:41:32 GMT 2024","Mon Apr 22 14:41:32 GMT 2024","1","","com.qaguru.allure.LabelsTest","","com.qaguru.allure.LabelsTest","testDynamicLabels","Создание Issue для авторизованного пользователя",""
"passed","Mon Apr 22 14:42:07 GMT 2024","Mon Apr 22 14:42:08 GMT 2024","276","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову eth выдает результат с текстом Ether",""
