"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jun 17 15:33:35 GMT 2024","Mon Jun 17 15:33:35 GMT 2024","207","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен pswap",""
"broken","Mon Jun 17 15:33:30 GMT 2024","Mon Jun 17 15:33:32 GMT 2024","1112","","com.qaguru.allure.AttachmentsTest","","com.qaguru.allure.AttachmentsTest","testLambdaAttachments","testLambdaAttachments()",""
"passed","Mon Jun 17 15:35:49 GMT 2024","Mon Jun 17 15:35:50 GMT 2024","1547","","com.qaguru.tests.SelenideWebTest","","com.qaguru.tests.SelenideWebTest","selenideSideShouldContainCorrectText","selenideSideShouldContainCorrectText(Language) [2] EN",""
"failed","Mon Jun 17 15:34:27 GMT 2024","Mon Jun 17 15:34:50 GMT 2024","22683","","com.qaguru.tests.RegistrationPageObjectsWithFakerTests","","com.qaguru.tests.RegistrationPageObjectsWithFakerTests","successTest","successTest()",""
"failed","Mon Jun 17 15:35:06 GMT 2024","Mon Jun 17 15:35:29 GMT 2024","22868","","com.qaguru.tests.RegistrationWithTestDataTests","","com.qaguru.tests.RegistrationWithTestDataTests","successTest","successTest()",""
"broken","Mon Jun 17 15:33:34 GMT 2024","Mon Jun 17 15:33:34 GMT 2024","235","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldContainExpectedUrl","searchResultsShouldContainExpectedUrl(String, String) Должна быть ссылка https://junit.org в результатах поискового запроса JUnit 5",""
"passed","Mon Jun 17 15:34:50 GMT 2024","Mon Jun 17 15:35:06 GMT 2024","15596","","com.qaguru.tests.RegistrationWithFakerTests","","com.qaguru.tests.RegistrationWithFakerTests","successTest","successTest()",""
"broken","Mon Jun 17 15:33:34 GMT 2024","Mon Jun 17 15:33:34 GMT 2024","217","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldContainExpectedUrl","searchResultsShouldContainExpectedUrl(String, String) Должна быть ссылка https://selenide.org в результатах поискового запроса Selenide",""
"passed","Mon Jun 17 15:34:09 GMT 2024","Mon Jun 17 15:34:27 GMT 2024","18105","","com.qaguru.tests.RegistrationPageObjectsWithAllureTests","","com.qaguru.tests.RegistrationPageObjectsWithAllureTests","successTest","Проверить, что после отправки формы данные отображаются верно",""
"passed","Mon Jun 17 15:33:30 GMT 2024","Mon Jun 17 15:33:30 GMT 2024","3","","com.example.DemoJUitTest","","com.example.DemoJUitTest","FirstTest","FirstTest()",""
"passed","Mon Jun 17 15:35:43 GMT 2024","Mon Jun 17 15:35:47 GMT 2024","3164","","com.qaguru.tests.SelenideTests2","","com.qaguru.tests.SelenideTests2","herokuappTest","herokuappTest()",""
"broken","Mon Jun 17 15:33:36 GMT 2024","Mon Jun 17 15:33:37 GMT 2024","206","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову pswap выдает результат с текстом Polkaswap",""
"broken","Mon Jun 17 15:33:35 GMT 2024","Mon Jun 17 15:33:35 GMT 2024","214","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен xor",""
"broken","Mon Jun 17 15:33:36 GMT 2024","Mon Jun 17 15:33:36 GMT 2024","205","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке French текст заголовка - Jetons",""
"broken","Mon Jun 17 15:33:34 GMT 2024","Mon Jun 17 15:33:35 GMT 2024","219","","com.qaguru.tests.GithubSelenideTests","","com.qaguru.tests.GithubSelenideTests","successTest","successTest()",""
"broken","Mon Jun 17 15:33:34 GMT 2024","Mon Jun 17 15:33:34 GMT 2024","210","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldNotBeEmpty","searchResultsShouldNotBeEmpty(String) Не пустой список карточек в поисковом запросе JUnit 5",""
"broken","Mon Jun 17 15:33:37 GMT 2024","Mon Jun 17 15:33:37 GMT 2024","205","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову XSTUSD выдает результат с текстом SORA Synthetic USD",""
"passed","Mon Jun 17 15:35:50 GMT 2024","Mon Jun 17 15:35:52 GMT 2024","1974","","com.qaguru.tests.SelenideWebTest","","com.qaguru.tests.SelenideWebTest","selenideSideShouldDisplayCorrectButtons","selenideSideShouldDisplayCorrectButtons(Language, List) [1] EN, [Quick start, Docs, FAQ, Blog, Javadoc, Users, Quotes]",""
"failed","Mon Jun 17 15:33:37 GMT 2024","Mon Jun 17 15:34:09 GMT 2024","32343","","com.qaguru.tests.RegistrationPageObjectsTests","","com.qaguru.tests.RegistrationPageObjectsTests","successTest","successTest()",""
"passed","Mon Jun 17 15:35:47 GMT 2024","Mon Jun 17 15:35:49 GMT 2024","2182","","com.qaguru.tests.SelenideWebTest","","com.qaguru.tests.SelenideWebTest","selenideSideShouldContainCorrectText","selenideSideShouldContainCorrectText(Language) [1] RU",""
"broken","Mon Jun 17 15:33:36 GMT 2024","Mon Jun 17 15:33:36 GMT 2024","204","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке Dutch текст заголовка - Tokens",""
"broken","Mon Jun 17 15:33:33 GMT 2024","Mon Jun 17 15:33:33 GMT 2024","210","","com.qaguru.allure.hw.IssuesSelenideTest","","com.qaguru.allure.hw.IssuesSelenideTest","testIssueSearch","Проверить, что в репозитории есть  'Issue_created_to_test_allure_reports'",""
"passed","Mon Jun 17 15:33:30 GMT 2024","Mon Jun 17 15:33:30 GMT 2024","39","","com.example.DemoJUitTest","","com.example.DemoJUitTest","SecondTest","SecondTest()",""
"failed","Mon Jun 17 15:36:16 GMT 2024","Mon Jun 17 15:36:34 GMT 2024","17234","","com.qaguru.tests.TextboxPageObjectsTests","","com.qaguru.tests.TextboxPageObjectsTests","successTest","successTest()",""
"passed","Mon Jun 17 15:33:32 GMT 2024","Mon Jun 17 15:33:32 GMT 2024","1","","com.qaguru.allure.LabelsTest","","com.qaguru.allure.LabelsTest","testStaticLabels","Создание Issue для авторизованного пользователя31",""
"failed","Mon Jun 17 15:36:34 GMT 2024","Mon Jun 17 15:36:50 GMT 2024","16503","","com.qaguru.tests.TextboxTests","","com.qaguru.tests.TextboxTests","successTest","successTest()",""
"broken","Mon Jun 17 15:33:32 GMT 2024","Mon Jun 17 15:33:32 GMT 2024","210","","com.qaguru.allure.StepsTest","","com.qaguru.allure.StepsTest","testAnnotatedStep","testAnnotatedStep()",""
"broken","Mon Jun 17 15:33:32 GMT 2024","Mon Jun 17 15:33:32 GMT 2024","209","","com.qaguru.allure.SelenideTest","","com.qaguru.allure.SelenideTest","testIssueSearch","testIssueSearch()",""
