"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 25 16:23:21 GMT 2024","Thu Apr 25 16:23:23 GMT 2024","2438","","com.qaguru.allure.AttachmentsTest","","com.qaguru.allure.AttachmentsTest","testLambdaAttachments","testLambdaAttachments()",""
"passed","Thu Apr 25 16:24:02 GMT 2024","Thu Apr 25 16:24:03 GMT 2024","1200","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке French текст заголовка - Jetons",""
"passed","Thu Apr 25 16:24:13 GMT 2024","Thu Apr 25 16:24:16 GMT 2024","2376","","com.qaguru.tests.RegistrationWithTestDataTests","","com.qaguru.tests.RegistrationWithTestDataTests","successTest","successTest()",""
"passed","Thu Apr 25 16:24:21 GMT 2024","Thu Apr 25 16:24:21 GMT 2024","505","","com.qaguru.tests.SelenideTests2","","com.qaguru.tests.SelenideTests2","herokuappTest","herokuappTest()",""
"passed","Thu Apr 25 16:24:04 GMT 2024","Thu Apr 25 16:24:04 GMT 2024","280","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову XSTUSD выдает результат с текстом SORA Synthetic USD",""
"passed","Thu Apr 25 16:23:38 GMT 2024","Thu Apr 25 16:23:40 GMT 2024","2549","","com.qaguru.allure.hw.IssuesLambdaStepsTest","","com.qaguru.allure.hw.IssuesLambdaStepsTest","testLambdaStep","Проверить, что в репозитории есть  'Issue_created_to_test_allure_reports'",""
"passed","Thu Apr 25 16:23:34 GMT 2024","Thu Apr 25 16:23:36 GMT 2024","2111","","com.qaguru.allure.StepsTest","","com.qaguru.allure.StepsTest","testLambdaStep","testLambdaStep()",""
"passed","Thu Apr 25 16:24:01 GMT 2024","Thu Apr 25 16:24:02 GMT 2024","907","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке Dutch текст заголовка - Tokens",""
"passed","Thu Apr 25 16:24:04 GMT 2024","Thu Apr 25 16:24:08 GMT 2024","4027","","com.qaguru.tests.RegistrationPageObjectsTests","","com.qaguru.tests.RegistrationPageObjectsTests","successTest","successTest()",""
"passed","Thu Apr 25 16:23:40 GMT 2024","Thu Apr 25 16:23:43 GMT 2024","2488","","com.qaguru.allure.hw.IssuesSelenideTest","","com.qaguru.allure.hw.IssuesSelenideTest","testIssueSearch","Проверить, что в репозитории есть  'Issue_created_to_test_allure_reports'",""
"passed","Thu Apr 25 16:23:50 GMT 2024","Thu Apr 25 16:23:52 GMT 2024","1546","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldContainExpectedUrl","searchResultsShouldContainExpectedUrl(String, String) Должна быть ссылка https://junit.org в результатах поискового запроса JUnit 5",""
"passed","Thu Apr 25 16:23:24 GMT 2024","Thu Apr 25 16:23:24 GMT 2024","2","","com.qaguru.allure.LabelsTest","","com.qaguru.allure.LabelsTest","testDynamicLabels","Создание Issue для авторизованного пользователя",""
"passed","Thu Apr 25 16:24:23 GMT 2024","Thu Apr 25 16:24:23 GMT 2024","640","","com.qaguru.tests.SelenideWebTest","","com.qaguru.tests.SelenideWebTest","selenideSideShouldContainCorrectText","selenideSideShouldContainCorrectText(Language) [2] EN",""
"passed","Thu Apr 25 16:23:46 GMT 2024","Thu Apr 25 16:23:47 GMT 2024","1798","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldNotBeEmpty","searchResultsShouldNotBeEmpty(String) Не пустой список карточек в поисковом запросе selenide",""
"passed","Thu Apr 25 16:23:24 GMT 2024","Thu Apr 25 16:23:24 GMT 2024","2","","com.qaguru.allure.LabelsTest","","com.qaguru.allure.LabelsTest","testStaticLabels","Создание Issue для авторизованного пользователя31",""
"passed","Thu Apr 25 16:24:03 GMT 2024","Thu Apr 25 16:24:04 GMT 2024","288","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову eth выдает результат с текстом Ether",""
"passed","Thu Apr 25 16:24:21 GMT 2024","Thu Apr 25 16:24:23 GMT 2024","1106","","com.qaguru.tests.SelenideWebTest","","com.qaguru.tests.SelenideWebTest","selenideSideShouldContainCorrectText","selenideSideShouldContainCorrectText(Language) [1] RU",""
"failed","Thu Apr 25 16:24:16 GMT 2024","Thu Apr 25 16:24:21 GMT 2024","5260","","com.qaguru.tests.SelenideTests2","","com.qaguru.tests.SelenideTests2","guthubTest","guthubTest()",""
"passed","Thu Apr 25 16:24:27 GMT 2024","Thu Apr 25 16:24:28 GMT 2024","985","","com.qaguru.tests.TextboxPageObjectsTests","","com.qaguru.tests.TextboxPageObjectsTests","successTest","successTest()",""
"passed","Thu Apr 25 16:23:49 GMT 2024","Thu Apr 25 16:23:50 GMT 2024","1491","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldContainExpectedUrl","searchResultsShouldContainExpectedUrl(String, String) Должна быть ссылка https://selenide.org в результатах поискового запроса Selenide",""
