"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jun 17 16:08:35 GMT 2024","Mon Jun 17 16:08:36 GMT 2024","209","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову eth выдает результат с текстом Ether",""
"broken","Mon Jun 17 16:08:35 GMT 2024","Mon Jun 17 16:08:35 GMT 2024","210","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке Armenian текст заголовка - Նշաններ",""
"broken","Mon Jun 17 16:08:25 GMT 2024","Mon Jun 17 16:08:31 GMT 2024","5508","","com.qaguru.allure.AttachmentsTest","","com.qaguru.allure.AttachmentsTest","testLambdaAttachments","testLambdaAttachments()",""
"passed","Mon Jun 17 16:08:31 GMT 2024","Mon Jun 17 16:08:31 GMT 2024","2","","com.qaguru.allure.LabelsTest","","com.qaguru.allure.LabelsTest","testDynamicLabels","Создание Issue для авторизованного пользователя",""
"passed","Mon Jun 17 16:10:45 GMT 2024","Mon Jun 17 16:10:47 GMT 2024","1690","","com.qaguru.tests.SelenideWebTest","","com.qaguru.tests.SelenideWebTest","selenideSideShouldContainCorrectText","selenideSideShouldContainCorrectText(Language) [2] EN",""
"failed","Mon Jun 17 16:10:26 GMT 2024","Mon Jun 17 16:10:40 GMT 2024","14136","","com.qaguru.tests.SelenideTests2","","com.qaguru.tests.SelenideTests2","guthubTest","guthubTest()",""
"passed","Mon Jun 17 16:08:25 GMT 2024","Mon Jun 17 16:08:25 GMT 2024","2","","com.example.DemoJUitTest","","com.example.DemoJUitTest","FirstTest","FirstTest()",""
"broken","Mon Jun 17 16:08:31 GMT 2024","Mon Jun 17 16:08:31 GMT 2024","236","","com.qaguru.allure.AttachmentsTest","","com.qaguru.allure.AttachmentsTest","testAnnotatedAttachments","testAnnotatedAttachments()",""
"passed","Mon Jun 17 16:08:25 GMT 2024","Mon Jun 17 16:08:25 GMT 2024","30","","com.example.DemoJUitTest","","com.example.DemoJUitTest","SecondTest","SecondTest()",""
"broken","Mon Jun 17 16:08:32 GMT 2024","Mon Jun 17 16:08:32 GMT 2024","203","","com.qaguru.allure.hw.IssueAnnotatedStepsTest","","com.qaguru.allure.hw.IssueAnnotatedStepsTest","testAnnotatedStep","Проверить, что в репозитории есть  'Issue_created_to_test_allure_reports'",""
"broken","Mon Jun 17 16:08:34 GMT 2024","Mon Jun 17 16:08:34 GMT 2024","202","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен pswap",""
"broken","Mon Jun 17 16:08:31 GMT 2024","Mon Jun 17 16:08:31 GMT 2024","205","","com.qaguru.allure.SelenideTest","","com.qaguru.allure.SelenideTest","testIssueSearch","testIssueSearch()",""
"broken","Mon Jun 17 16:08:34 GMT 2024","Mon Jun 17 16:08:34 GMT 2024","203","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен xor",""
"failed","Mon Jun 17 16:09:24 GMT 2024","Mon Jun 17 16:09:47 GMT 2024","22643","","com.qaguru.tests.RegistrationPageObjectsWithFakerTests","","com.qaguru.tests.RegistrationPageObjectsWithFakerTests","successTest","successTest()",""
"failed","Mon Jun 17 16:11:21 GMT 2024","Mon Jun 17 16:11:37 GMT 2024","16313","","com.qaguru.tests.TextboxTests","","com.qaguru.tests.TextboxTests","successTest","successTest()",""
"broken","Mon Jun 17 16:08:32 GMT 2024","Mon Jun 17 16:08:32 GMT 2024","211","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchPhotoResultsShouldNotBeEmpty","Не пустой список фото в поисковом запросе 'selenide'",""
"broken","Mon Jun 17 16:08:36 GMT 2024","Mon Jun 17 16:08:36 GMT 2024","203","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову pswap выдает результат с текстом Polkaswap",""
"passed","Mon Jun 17 16:08:36 GMT 2024","Mon Jun 17 16:09:06 GMT 2024","30306","","com.qaguru.tests.RegistrationPageObjectsTests","","com.qaguru.tests.RegistrationPageObjectsTests","successTest","successTest()",""
"broken","Mon Jun 17 16:08:34 GMT 2024","Mon Jun 17 16:08:35 GMT 2024","203","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","checkTranslationOfHeader","checkTranslationOfHeader(String, String) При установленном языке English текст заголовка - Tokens",""
"passed","Mon Jun 17 16:09:06 GMT 2024","Mon Jun 17 16:09:24 GMT 2024","18071","","com.qaguru.tests.RegistrationPageObjectsWithAllureTests","","com.qaguru.tests.RegistrationPageObjectsWithAllureTests","successTest","Проверить, что после отправки формы данные отображаются верно",""
"broken","Mon Jun 17 16:08:31 GMT 2024","Mon Jun 17 16:08:31 GMT 2024","206","","com.qaguru.allure.StepsTest","","com.qaguru.allure.StepsTest","testAnnotatedStep","testAnnotatedStep()",""
"broken","Mon Jun 17 16:08:32 GMT 2024","Mon Jun 17 16:08:32 GMT 2024","204","","com.qaguru.allure.hw.IssuesLambdaStepsTest","","com.qaguru.allure.hw.IssuesLambdaStepsTest","testLambdaStep","Проверить, что в репозитории есть  'Issue_created_to_test_allure_reports'",""
"broken","Mon Jun 17 16:08:35 GMT 2024","Mon Jun 17 16:08:35 GMT 2024","202","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","searchResultsShouldContainExpectedTokenName","searchResultsShouldContainExpectedTokenName(String, String) При поиске по слову val выдает результат с текстом SORA Validator Token",""
"broken","Mon Jun 17 16:08:33 GMT 2024","Mon Jun 17 16:08:33 GMT 2024","225","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldContainExpectedUrl","searchResultsShouldContainExpectedUrl(String, String) Должна быть ссылка https://junit.org в результатах поискового запроса JUnit 5",""
"broken","Mon Jun 17 16:08:33 GMT 2024","Mon Jun 17 16:08:33 GMT 2024","216","","com.qaguru.tests.DuckDuckGoWebTest","","com.qaguru.tests.DuckDuckGoWebTest","searchResultsShouldContainExpectedUrl","searchResultsShouldContainExpectedUrl(String, String) Должна быть ссылка https://selenide.org в результатах поискового запроса Selenide",""
"passed","Mon Jun 17 16:08:31 GMT 2024","Mon Jun 17 16:08:31 GMT 2024","1","","com.qaguru.allure.LabelsTest","","com.qaguru.allure.LabelsTest","testStaticLabels","Создание Issue для авторизованного пользователя31",""
"broken","Mon Jun 17 16:08:34 GMT 2024","Mon Jun 17 16:08:34 GMT 2024","204","","com.qaguru.tests.PolkaswapWebTest","","com.qaguru.tests.PolkaswapWebTest","noSyntheticsInSearchResults","noSyntheticsInSearchResults(String) При переключении ползунка Show only synthetic tokens в результатах не отображается токен val",""
